Team Number,Advisor,Problem,Ranking,Institution ID
34058,HuiFeng SHI,C,Meritorious,261
34059,ziting Wang,A,Successful Participant,236
34060,Yang Lei,A,Successful Participant,236
34061,Jie Zhang,C,Meritorious,6
34062,Hai Jin,A,Honorable Mention,103
34063,Hai Jin,A,Honorable Mention,103
34064,Song Yunquan,D,Honorable Mention,236
34065,Lingjun Zhou,D,Honorable Mention,22
34066,Song Yunquan,A,Honorable Mention,236
34067,Song Yunquan,B,Successful Participant,236
34068,Song Yunquan,D,Honorable Mention,236
34069,Xiaoming Fan,D,Honorable Mention,138
34070,Zhifei Zhang,A,Meritorious,262
34071,Shengshan Cao,B,Honorable Mention,229
34072,Xiaoming Fan,D,Successful Participant,138
34073,Wei Wang,A,Successful Participant,22
34074,Lin Li,A,Honorable Mention,263
34075,Wei Wang,A,Successful Participant,22
34076,Lin Li,A,Successful Participant,263
34077,Zhijian Qian,B,Honorable Mention,22
34078,Zhijian Qian,B,Successful Participant,22
34079,Jin Liang,B,Successful Participant,22
34080,Jin Liang,A,Successful Participant,22
34081,Hualong Zhang,A,Successful Participant,22
34082,Hualong Zhang,B,Honorable Mention,22
34083,Jialiang Xiang,D,Honorable Mention,22
34084,Jialiang Xiang,D,Honorable Mention,22
34085,Junfeng Yin,A,Successful Participant,22
34086,Junfeng Yin,D,Honorable Mention,22
34087,Junfeng Yin,A,Honorable Mention,22
34088,Junfeng Yin,D,Honorable Mention,22
34089,Yanlin Tang,A,Honorable Mention,22
34090,Yanlin Tang,A,Successful Participant,22
34091,Yongming Liu,B,Honorable Mention,66
34092,Yanlin Tang,A,Honorable Mention,22
34093,Yanlin Tang,D,Honorable Mention,22
34094,Xiaoming Fan,D,Successful Participant,138
34095,Xiaohan Yang,D,Finalist,22
34096,Xiaohan Yang,B,Successful Participant,22
34097,Xingming Shu,A,Successful Participant,71
34098,Xiaohan Yang,A,Successful Participant,22
34099,Xiaohan Yang,A,Honorable Mention,22
34100,Xiongda Chen,A,Honorable Mention,22
34101,Hai Jin,A,Successful Participant,103
34102,Xiongda Chen,A,Meritorious,22
34103,Xiongda Chen,A,Successful Participant,22
34104,Wenbo Zhang,A,Successful Participant,6
34105,Xiaoming Fan,C,Honorable Mention,138
34106,Baodong Liu,B,Honorable Mention,183
34107,Jiang Lingling,B,Successful Participant,236
34108,Shulan Hu,A,Successful Participant,64
34109,Hai Jin,A,Successful Participant,103
34110,Yin Haiqing,A,Honorable Mention,236
34111,Yin Haiqing,A,Successful Participant,236
34112,Songjing Wang,B,Successful Participant,156
34113,Yin Haiqing,A,Successful Participant,236
34114,Yin Haiqing,A,Honorable Mention,236
34115,Yin Haiqing,D,Honorable Mention,236
34116,Zhijie Cai,A,Honorable Mention,26
34117,Zhijie Cai,D,Meritorious,26
34118,Yuan Cao,D,Honorable Mention,26
34119,Chao Xu,B,Honorable Mention,264
34120,Hangfu Li,D,Honorable Mention,25
34121,Guocan Feng,B,Honorable Mention,28
34122,Zhigang Wang,A,Successful Participant,71
34123,Xiaoming Fan,A,Meritorious,138
34124,Lizhuo Zhang,C,Honorable Mention,41
34125,Shenquan Liu,C,Successful Participant,205
34126,Xiaowei Chen,A,Successful Participant,9
34127,xiaowei Huang,A,Honorable Mention,265
34128,Peixing Li,B,Honorable Mention,28
34129,Ju LIU,A,Successful Participant,210
34130,xiang gao,B,Successful Participant,229
34131,Yandong Jiao,C,Successful Participant,258
34132,Zhigang Wang,C,Successful Participant,71
34134,Hao Wu,B,Successful Participant,207
34136,Gang Jiatai,B,Honorable Mention,266
34137,Gang Jiatai,D,Successful Participant,266
34138,Gang Jiatai,A,Honorable Mention,266
34139,Zhu Xiuli,B,Honorable Mention,267
34140,Wang Jichao,A,Honorable Mention,236
34141,Wang Jichao,D,Successful Participant,236
34142,ziting Wang,A,Honorable Mention,236
34143,jie Liu,A,Successful Participant,268
34144,ziting Wang,C,Honorable Mention,236
34145,ziting Wang,A,Honorable Mention,236
34146,Wang Jichao,B,Honorable Mention,236
34147,Xiangqi Wang,B,Honorable Mention,20
34148,Wang Jichao,A,Honorable Mention,236
34149,Sun Qingying,D,Honorable Mention,236
34150,Junben Zhang,A,Honorable Mention,269
34151,Mu Lin,A,Successful Participant,138
34152,Haiyang Huang,A,Successful Participant,1
34153,Quandong Feng,A,Honorable Mention,171
34154,Xinshu Tu,A,Successful Participant,33
34155,Huafei Sun,A,Successful Participant,103
34156,Yanghui Rao,D,Successful Participant,5
34157,Hai Jin,A,Successful Participant,103
34158,Xilian Wang,D,Honorable Mention,60
34159,Hua Gong,B,Successful Participant,270
34160,Hua Gong,B,Honorable Mention,270
34161,Hua Gong,A,Successful Participant,270
34162,Hua Gong,A,Successful Participant,270
34163,Zhiqiang Ding,D,Successful Participant,270
34164,Liu Zixin,A,Honorable Mention,271
34165,Zhiqiang Ding,C,Honorable Mention,270
34166,Mu Lin,A,Successful Participant,138
34167,Liu Zixin,D,Successful Participant,271
34168,Liu Zixin,B,Honorable Mention,271
34169,Junjie Wang,B,Successful Participant,270
34170,ChunJing Xiao,A,Honorable Mention,95
34171,Ke Xu,B,Honorable Mention,270
34172,Yonggang Ye,A,Successful Participant,272
34173,Ming Lei,A,Successful Participant,270
34174,Zhang Xinhong,B,Successful Participant,236
34175,Yonggang Ye,A,Successful Participant,272
34176,Peixing Li,A,Honorable Mention,28
34177,Qingan Cui,D,Honorable Mention,159
34178,Jingxin Zhang,A,Successful Participant,272
34179,Hua Chen,B,Successful Participant,236
34180,Jingxin Zhang,A,Honorable Mention,272
34181,Zhao Yufeng,A,Honorable Mention,273
34182,Guokun Qu,D,Successful Participant,272
34183,Guokun Qu,A,Honorable Mention,272
34184,Qingxin Zhou,D,Successful Participant,272
34185,Qingxin Zhou,A,Successful Participant,272
34186,Zhidan Xu,A,Successful Participant,272
34187,Zhidan Xu,A,Successful Participant,272
34188,Hanbing Liu,B,Meritorious,192
34189,Xu Wang,A,Successful Participant,272
34190,Xu Wang,A,Successful Participant,272
34191,Lianzeng Zhang,A,Honorable Mention,9
34192,Murong Jiang,D,Successful Participant,256
34193,Ke Quan Zhao,B,Successful Participant,274
34194,Jianxin Zhu,C,Honorable Mention,63
34195,Jicong Zhang,B,Successful Participant,1
34196,Zhiming Hu,A,Honorable Mention,207
34197,Wenqiang Luo,A,Successful Participant,275
34198,Jiangtao Ren,D,Successful Participant,5
34199,Xiaoming Fan,D,Successful Participant,138
34200,Haiyan Xuan,C,Honorable Mention,276
34201,Fan Yang,D,Honorable Mention,277
34202,Wang xun yang,A,Honorable Mention,276
34203,Xin-You Meng,A,Successful Participant,276
34204,Fang shao mei,A,Successful Participant,81
34205,Jie Chang,B,Successful Participant,277
34206,Fang shao mei,D,Honorable Mention,81
34207,Fang shao mei,D,Honorable Mention,81
34208,Wei hua Mao,A,Honorable Mention,81
34209,Wei hua Mao,D,Successful Participant,81
34210,Wangyong Lv,A,Successful Participant,240
34211,XiaoBing Zhang,A,Successful Participant,278
34212,Zhang sheng xiang,B,Successful Participant,81
34213,Zhang sheng xiang,B,Honorable Mention,81
34214,wang xia,B,Honorable Mention,81
34215,wang xia,B,Successful Participant,81
34216,QingBang zhang,A,Successful Participant,279
34217,jiang xue ping,A,Successful Participant,81
34218,Dungang Li,A,Successful Participant,276
34219,chen yu,D,Successful Participant,81
34220,zhu yan ke,C,Successful Participant,81
34221,Jianxin Zhu,B,Successful Participant,63
34222,Hao Jiang,A,Honorable Mention,39
34223,Jianyu Pan,B,Successful Participant,66
34224,Hua Chen,A,Honorable Mention,236
34225,Mu Lin,C,Successful Participant,138
34226,Bai Guang Cai,C,Successful Participant,280
34227,Xiaohua Zhang,A,Honorable Mention,281
34228,Hai Jin,A,Honorable Mention,103
34229,Aijun Liu,A,Successful Participant,6
34230,Deqiang Chen,A,Successful Participant,282
34231,Xiaoming Fan,D,Meritorious,138
34232,Xiaoming Fan,D,Honorable Mention,138
34233,Xiaoming Fan,A,Honorable Mention,138
34234,Hai Jin,A,Honorable Mention,103
34235,Li Cui,A,Successful Participant,50
34236,Jianxin Zhu,A,Honorable Mention,63
34237,Xiaoming Fan,A,Successful Participant,138
34238,Xiaoming Fan,D,Meritorious,138
34239,Peichao Duan,B,Successful Participant,95
34240,Guifeng Yan,A,Successful Participant,103
34241,Wenhua Qian,D,Meritorious,256
34242,Guifeng Yan,A,Successful Participant,103
34243,Wenhua Qian,D,Honorable Mention,256
34244,Guowu Yuan,D,Successful Participant,256
34245,Qingan Cui,A,Successful Participant,159
34246,Guowu Yuan,C,Successful Participant,256
34247,Zhenhuan Lv,A,Successful Participant,283
34248,Zhujun Fan,C,Successful Participant,28
34249,Qinghui Zhang,A,Successful Participant,28
34250,Qiru Wang,A,Honorable Mention,28
34251,Yanhui Li,A,Honorable Mention,28
34252,Yunjie Chen,A,Honorable Mention,123
34253,Xiaoming Fan,A,Honorable Mention,138
34254,Peixing Li,A,Successful Participant,28
34255,Xiaolong Jiang,A,Honorable Mention,28
34256,Yunjie Chen,C,Successful Participant,123
34257,Zhihong Luo,B,Successful Participant,28
34258,Peixing Li,A,Meritorious,28
34259,Zhenyu Chen,B,Successful Participant,57
34260,Hai Jin,A,Successful Participant,103
34261,Hua Chen,A,Honorable Mention,236
34262,Xiaoming Fan,A,Successful Participant,138
34263,Hua Chen,A,Honorable Mention,236
34264,Hua Chen,D,Meritorious,236
34265,Hua Chen,B,Meritorious,236
34266,å¼  æ™“æ¢…,B,Successful Participant,8
34267,Mu Lin,A,Successful Participant,138
34268,Wenguang Tang,B,Successful Participant,14
34269,Songjie Li,B,Honorable Mention,128
34270,Guoqing Zhu,A,Successful Participant,103
34271,Jianbin Zheng,A,Honorable Mention,99
34272,Zhiniu Xu,D,Honorable Mention,261
34273,Wang Hongzhou,A,Meritorious,103
34274,Yu-Ling He,B,Finalist,261
34275,Yu-Ling He,B,Honorable Mention,261
34276,Mu Lin,D,Meritorious,138
34277,Dong chengdong,A,Honorable Mention,8
34278,Bingzhao Li,A,Meritorious,103
34279,Meisong Tong,B,Successful Participant,22
34280,Xiaoming Fan,A,Successful Participant,138
34281,Heng Liang,C,Honorable Mention,207
34282,Xujie Jia,B,Honorable Mention,128
34283,Liang Xijun,B,Successful Participant,236
34284,Hao Jiang,A,Successful Participant,39
34285,Liang Xijun,B,Successful Participant,236
34286,Liao Xin Yuan,A,Meritorious,284
34287,Dong Xu,A,Honorable Mention,128
34288,Liao Xin Yuan,A,Honorable Mention,284
34289,Liao Xin Yuan,A,Meritorious,284
34290,Liao Xin Yuan,A,Honorable Mention,284
34291,Xiaoming Fan,C,Successful Participant,138
34292,Liao Jiding,A,Successful Participant,284
34293,Liu Dongyuan,B,Honorable Mention,284
34294,Liao maoxin,A,Successful Participant,284
34295,Xu youjun,A,Successful Participant,284
34296,Xu zhenghua,A,Successful Participant,284
34297,Xiaoming Fan,D,Honorable Mention,138
34298,Wang Hongyong,B,Meritorious,284
34300,Li Cui,B,Honorable Mention,50
34301,Wang hengtai,A,Successful Participant,284
34302,Ouyang zigen,A,Successful Participant,284
34303,Huang chonghui,B,Honorable Mention,284
34304,Tang zhigang,B,Honorable Mention,284
34305,YING LIU,D,Honorable Mention,41
34306,Xiaoming Fan,A,Successful Participant,138
34307,Jiaying Liu,A,Successful Participant,47
34308,Xiaoming Fan,D,Meritorious,138
34309,Xiaoming Fan,A,Honorable Mention,138
34310,Jian-Xin SHEN,A,Meritorious,63
34311,Xiaoming Fan,A,Honorable Mention,138
34312,Xiaoming Fan,B,Successful Participant,138
34313,Liangjian Hu,D,Honorable Mention,48
34314,Qu Gong,B,Meritorious,31
34315,Xiaoming Fan,C,Successful Participant,138
34316,Qu Gong,D,Honorable Mention,31
34317,Qu Gong,A,Outstanding Winner,31
34318,Baoling Wang,C,Successful Participant,6
34319,Qu Gong,D,Successful Participant,31
34320,WEN ZHANG,A,Meritorious,25
34321,Xinshun Ma,A,Successful Participant,70
34322,Mu Lin,D,Honorable Mention,138
34323,Xinshun Ma,A,Successful Participant,70
34324,Baodong Liu,B,Successful Participant,285
34325,Ziqiang Zhao,D,Successful Participant,63
34326,Xiaoming Fan,D,Meritorious,138
34327,Diego Dominici,B,Successful Participant,286
34328,Diego Dominici,B,Successful Participant,286
34329,Diego Dominici,B,Successful Participant,286
34330,Mu Lin,D,Successful Participant,138
34331,Jing Qin,A,Successful Participant,287
34332,Xiaoming Fan,B,Successful Participant,138
34333,Xinshun Ma,B,Honorable Mention,70
34335,Yunlong sun,B,Successful Participant,16
34336,Xinshun Ma,A,Successful Participant,70
34337,Xinshun Ma,A,Successful Participant,70
34338,Xinshun Ma,D,Honorable Mention,70
34339,YongChao Zhang,A,Honorable Mention,8
34340,RenBin He,B,Honorable Mention,31
34341,TAO FENG,A,Successful Participant,63
34342,Xiaoming Fan,C,Successful Participant,138
34343,Xiaoming Fan,D,Successful Participant,138
34344,xiaomin wang,A,Honorable Mention,69
34346,xiaomin wang,C,Honorable Mention,69
34347,xiaomin wang,A,Meritorious,69
34348,xiaomin wang,D,Successful Participant,69
34349,xiaomin wang,A,Successful Participant,69
34350,mu Lin,A,Successful Participant,138
34351,Zhou Chang jun,D,Honorable Mention,288
34352,Guoqing Zhu,A,Successful Participant,103
34353,Guoqing Zhu,A,Successful Participant,103
34354,wenyu zhang,D,Honorable Mention,56
34355,Mu Lin,A,Successful Participant,138
34356,Xiang Gao,A,Successful Participant,229
34357,Xiaoming Fan,D,Honorable Mention,138
34358,Chengdong Dong,C,Successful Participant,8
34359,Xiaoming Fan,D,Meritorious,138
34360,Xuewen Li,B,Successful Participant,103
34361,Xuewen Li,A,Successful Participant,103
34362,Wang Sen,B,Honorable Mention,266
34363,JIAMIN LIU,A,Successful Participant,289
34364,Wang Sen,B,Honorable Mention,266
34365,Wang Sen,A,Successful Participant,266
34366,Jingzhi Li,A,Honorable Mention,146
34367,Xiaowei Chen,B,Honorable Mention,9
34368,Mu Lin,A,Honorable Mention,138
34369,Xiaoming Fan,A,Successful Participant,138
34370,ZHOU JIEYONG,B,Successful Participant,290
34371,Zhou Xiaojie,B,Successful Participant,266
34372,Zhou Xiaojie,A,Successful Participant,266
34373,Rongning Qu,B,Honorable Mention,60
34374,Mu Lin,A,Successful Participant,138
34375,Jianjun Hao,A,Successful Participant,6
34376,Weidong Liu,A,Honorable Mention,214
34377,Mu Lin,D,Honorable Mention,138
34378,Xiang Gao,B,Honorable Mention,229
34379,Xiaoming Fan,D,Honorable Mention,138
34380,Zhiming Hu,B,Meritorious,207
34381,Qiyuan Cheng,D,Meritorious,103
34382,Xiaofang Li,A,Successful Participant,60
34383,Rongning Qu,A,Successful Participant,60
34384,Xiaofang Li,A,Honorable Mention,60
34385,Rongning Qu,B,Honorable Mention,60
34386,Xiaofang Li,A,Successful Participant,60
34387,Rongning Qu,A,Successful Participant,60
34388,Xiaofang Li,D,Honorable Mention,60
34389,Rongning Qu,A,Honorable Mention,60
34390,Xiaofang Li,A,Successful Participant,60
34392,Xiaofang Li,A,Successful Participant,60
34393,Rongning Qu,A,Honorable Mention,60
34394,Xiaofang Li,B,Successful Participant,60
34395,Rongning Qu,A,Successful Participant,60
34396,Xiaofang Li,B,Successful Participant,60
34397,Huanhuan Chen,B,Successful Participant,291
34398,Yongming Liu,A,Successful Participant,66
34399,Jingzhi Li,D,Successful Participant,146
34400,Wenquan Cui,A,Honorable Mention,20
34401,Xiang Guo,B,Successful Participant,292
34402,Xijing Sun,C,Successful Participant,293
34403,Xijing Sun,D,Successful Participant,293
34404,Qi Zhang,A,Meritorious,26
34405,Xijing Sun,B,Meritorious,293
34406,Xijing Sun,A,Meritorious,293
34407,Guiyuan Jiang,B,Successful Participant,294
34408,Shoukui Si,B,Successful Participant,293
34409,Shoukui Si,C,Meritorious,293
34410,jiangang ying,A,Honorable Mention,295
34411,Yanhui Guan,D,Successful Participant,28
34412,Jiajun Zhang,A,Successful Participant,28
34413,Zhihong Luo,A,Honorable Mention,28
34414,Zhihong Luo,D,Honorable Mention,28
34415,Haizhang Zhang,A,Honorable Mention,5
34416,Zhaoxian Yu,A,Honorable Mention,28
34417,Huafei Sun,A,Successful Participant,103
34418,å�Œ ç½—,A,Successful Participant,20
34419,Mu Lin,D,Successful Participant,138
34420,Xiaoming Fan,D,Successful Participant,138
34421,Huafei Sun,B,Meritorious,103
34422,Yi Du,B,Successful Participant,33
34423,Guoqing Zhu,A,Successful Participant,103
34424,Mu Lin,D,Meritorious,138
34425,Guifeng Yan,A,Meritorious,103
34426,Wangyong Lv,A,Successful Participant,240
34427,Xin Geng Zheng,A,Successful Participant,128
34428,Xiaoming Fan,B,Successful Participant,138
34429,Xiaoru Wang,D,Meritorious,6
34430,Jiarong Shi,D,Successful Participant,104
34431,QUAN ZHENG,A,Honorable Mention,296
34433,Hongying Liu,B,Honorable Mention,1
34434,Zhao Xionghu,B,Honorable Mention,236
34435,Quan dong Feng,D,Honorable Mention,171
34436,Yang Liu,A,Meritorious,261
34437,Ling Zhang,D,Honorable Mention,261
34438,Meng Wu,A,Meritorious,16
34439,Huixia Mo,A,Meritorious,6
34440,Xiang Gao,D,Successful Participant,229
34441,Qi Wang,B,Successful Participant,8
34442,Jinxing Wu,A,Successful Participant,159
34443,Jie Zang,D,Successful Participant,297
34444,Wei Ma,B,Successful Participant,298
34445,xiaomin wang,A,Successful Participant,69
34446,zhongbao Zhang,A,Meritorious,6
34447,Hunan Li,A,Successful Participant,33
34448,Hua Chen,A,Meritorious,236
34449,Dinghai Zhang,A,Successful Participant,299
34450,Wei-Shi Zheng,C,Successful Participant,28
34451,Youyi Zhao,A,Successful Participant,299
34452,Hang Zhang,A,Honorable Mention,12
34453,wenjun liu,D,Meritorious,6
34454,Chengdong Dong,A,Honorable Mention,8
34455,Xiaoling Feng,D,Honorable Mention,159
34456,Junzhi Song,B,Successful Participant,300
34457,Yu Ji,A,Honorable Mention,301
34458,Yulan Ma,A,Successful Participant,301
34459,Yulan Ma,A,Successful Participant,301
34460,Meiping Xu,B,Successful Participant,301
34461,Zixiong Peng,C,Successful Participant,138
34462,Qin Li,A,Successful Participant,301
34463,Yumei Li,D,Successful Participant,301
34464,Meiping Xu,A,Successful Participant,301
34465,Haimiao Chen,A,Successful Participant,301
34466,Yulan Ma,A,Successful Participant,301
34467,Qin Li,B,Honorable Mention,301
34468,Xiaoming Fan,D,Meritorious,138
34469,Xianbing Cao,D,Successful Participant,301
34470,Yu Ji,A,Successful Participant,301
34471,Yulan Ma,A,Successful Participant,301
34472,Meiping Xu,A,Successful Participant,301
34473,Ping LU,C,Honorable Mention,104
34474,Yumei LI,A,Successful Participant,301
34475,haimiao Chen,B,Successful Participant,301
34476,QIN YANG,B,Successful Participant,302
34477,Bing-Zhao Li,B,Successful Participant,103
34478,Jiang Lingling,D,Meritorious,236
34479,Dongjin Xiang,B,Honorable Mention,192
34480,Haiyi Sun,D,Honorable Mention,37
34481,Deping Zhao,B,Honorable Mention,37
34482,Yanhui Li,D,Successful Participant,28
34483,Hui Xu,D,Successful Participant,50
34484,Mingchao Li,A,Successful Participant,303
34485,Hua Weihua,A,Successful Participant,57
34486,Yanhui Guan,D,Meritorious,28
34487,Qinghui Zhang,A,Successful Participant,28
34488,Qiyuan Cheng,C,Honorable Mention,103
34489,Qiyuan Cheng,B,Successful Participant,103
34490,Qiyuan Cheng,A,Successful Participant,103
34491,Huafei Sun,A,Honorable Mention,103
34492,Xuewen Li,A,Successful Participant,103
34493,Delu Zeng,A,Successful Participant,99
34495,Jian Xiao,A,Meritorious,31
34496,Jian Xiao,D,Meritorious,31
34497,Jian Xiao,D,Meritorious,31
34498,Delu Zeng,A,Honorable Mention,99
34499,Yanfei Shu,A,Successful Participant,128
34500,Qihou Liu,D,Honorable Mention,138
34501,Zhaoxiang Li,A,Honorable Mention,128
